I_D,FLAG_TSUNAMI,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
5360,Tsu,1993,8,8,8,34,24.9,59,7.8,7.8,8,7.1,,,,9,USA TERRITORY,GU,"GUAM:  TUMAN BAY, APRA HARBOR",12.982,144.801,170,,,,,48,1,250,4,,,,,,,,,48,1,250,4,,,,
6487,Tsu,1993,11,13,1,18,4.1,34,7,7,7,6.5,,,,,RUSSIA,,RUSSIA:  KAMCHATKA,51.934,158.647,50,,,,,,,,1,,,,,,,,,,,,1,,,,
5372,Tsu,1994,1,17,12,30,55.3,18,6.7,6.7,6.8,6.4,,,,9,USA,CA,CALIFORNIA:  NORTHRIDGE,34.213,-118.537,150,60,2,,,7000,4,40000,4,40000,4,,,60,2,,,7000,4,40000,4,40000,4,,
5375,Tsu,1994,1,21,2,24,29.9,20,7,7,7.2,6.2,,,,,INDONESIA,,INDONESIA:  KAU,1.015,127.733,170,9,1,,,300,3,,2,,,550,3,9,1,,,300,3,,2,,,550,3
6604,Tsu,1994,4,8,1,10,40.8,13,6.4,6.4,6.3,6,,,,,JAPAN,,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,40.608,143.683,30,,,,,,,,,,,,,,,,,,,,,,,,
9819,Tsu,1994,5,24,4,0,42.1,16,6.5,6.5,6.7,6.2,,,,4,TAIWAN,,TAIWAN,23.959,122.448,30,,,,,,,,,,,,,,,,,,,,,,,,
5385,Tsu,1994,6,2,18,17,34,18,7.8,7.8,7.2,5.7,,,,,INDONESIA,,INDONESIA:  JAVA,-10.477,112.835,170,,1,,,,,,1,,,,,238,3,,,423,3,2.2,2,1500,4,,
6832,Tsu,1994,6,3,21,6,59.8,26,6.6,6.6,6.4,6.1,,,,,INDONESIA,,INDONESIA:  JAVA,-10.362,112.892,170,,,,,,,,,,,,,,,,,,,,,,,,
10108,Tsu,1994,6,4,0,57,50.6,11,6.5,6.5,6.3,6,,,,,INDONESIA,,INDONESIA:  JAVA,-10.777,113.366,170,,,,,,,,,,,,,,,,,,,,,,,,
6833,Tsu,1994,6,5,1,45,2.7,17,6.1,6.1,6.3,5.7,,,,,INDONESIA,,INDONESIA:  JAVA,-10.341,113.369,170,,,,,,,,,,,,,,,,,,,,,,,,
6488,Tsu,1994,9,1,15,15,53,10,7,7,7,6.6,,,,6,USA,CA,CALIFORNIA:  NORTH:  HONEYDEW,40.402,-125.68,150,,,,,,,,1,,,,,,,,,,,,1,,,,
5392,Tsu,1994,10,4,13,22,55.8,14,8.3,8.3,8.1,7.3,,,,9,RUSSIA,,RUSSIA:  KURIL ISLANDS; JAPAN:  HOKKAIDO,43.773,147.321,50,11,1,,,382,3,,3,,,,,11,1,,,382,3,,3,,,,
5393,Tsu,1994,10,8,21,44,7.2,17,6.8,6.8,6.8,6.4,,,,,INDONESIA,,INDONESIA:  HALMAHERA,-1.258,127.98,170,1,1,,,52,2,,2,,,500,3,1,1,,,52,2,,2,,,500,3
6605,Tsu,1994,10,9,7,55,39.5,33,7.3,7.3,7.1,6.5,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,43.905,147.916,50,,,,,,,,,,,,,,,,,,,,,,,,
5394,Tsu,1994,11,14,19,15,30.6,32,7.1,7.1,7.1,6.1,,,,,PHILIPPINES,,PHILIPPINES:  MINDORO,13.525,121.067,170,81,2,,,225,3,3.7,2,797,3,3288,4,81,2,,,225,3,3.7,2,797,3,3288,4
5397,Tsu,1994,12,28,12,19,23,27,7.8,7.8,7.5,6.4,,,,9,JAPAN,,JAPAN:  HONSHU,40.525,143.419,30,3,1,,,200,3,170.4,4,,,,,3,1,,,200,3,170.4,4,,,,
5399,Tsu,1995,1,16,20,46,52.1,22,6.9,6.9,6.8,6.3,,,,11,JAPAN,,"JAPAN:  SW HONSHU:  KOBE, AWAJI-SHIMA, NISHINOMIYA",34.583,135.018,30,5502,4,,,36896,4,100000,4,200000,4,,,5502,4,,,36896,4,100000,4,200000,4,,
5407,Tsu,1995,4,7,22,6,56.8,21,7.4,7.4,8,6.8,,,,,SAMOA,,SAMOA:  APIA; AMERICAN SAMOA:  PAGO PAGO; NIUE,-15.199,-173.529,170,,,,,,,,,,,,,,,,,,,,,,,,
6492,Tsu,1995,4,21,0,34,46,21,7.2,7.2,7.3,6.3,,,,,PHILIPPINES,,PHILIPPINES:  SAMAR,12.059,125.58,170,,,,,,,,,,,,,,,,,,,,,,,,
6493,Tsu,1995,4,21,5,17,1.3,23,6.8,6.8,6.9,5.6,,,,,PHILIPPINES,,PHILIPPINES:  SAMAR,12.047,125.92,170,,,,,,,,,,,,,,,,,,,,,,,,
5408,Tsu,1995,5,13,8,47,12.7,14,6.6,6.6,6.6,6.2,,,,8,GREECE,,"GREECE:  GREVENA-KOZANI, THESSALONIKI, YUGOSLAVIA",40.149,21.695,130,,,,,25,1,450,4,12000,4,,,,,,,25,1,450,4,12000,4,,
5410,Tsu,1995,5,14,11,33,21.1,13,6.9,6.9,6.9,6.2,6.9,,,7,INDONESIA,,"INDONESIA:  TIMOR, DILI, MALIANA, MAUBARA",-8.452,125.049,170,,,,,,,,,,,,,11,1,,,19,1,,1,,2,,
5411,Tsu,1995,5,16,20,12,44.2,20,7.7,,7.7,6.9,7.7,,,3,NEW CALEDONIA,,NEW CALEDONIA:  NOUMEA; VANUATU:  PORT-VILA,-23.008,169.9,170,,,,,,,,,,,,,,,,,,,,,,,,
5412,Tsu,1995,5,27,13,3,52.6,11,7.1,,7.1,6.7,7.5,,,9,RUSSIA,,"RUSSIA:  SAKHALIN IS:  NEFTEGORSK, OKHA, MOSKALVO",52.629,142.827,50,1989,4,,,750,3,300,4,,,,,1989,4,,,750,3,300,4,,,,
5413,Tsu,1995,6,15,0,15,48.7,14,6.5,6.5,6.5,6.1,,,,7,GREECE,,"GREECE:  AIYION, ERATINI",38.401,22.283,130,26,1,,,60,2,660,4,,,,,26,1,,,60,2,660,4,,,,
5416,Tsu,1995,7,30,5,11,23.6,46,8,8,7.3,6.6,,,,7,CHILE,,"CHILE:  ANTOFAGASTA, CALAMA, MEJILLONES",-23.34,-70.294,160,3,1,,,58,2,1.66,2,115,3,,,3,1,,,,,1.791,2,115,3,,
5417,Tsu,1995,8,16,10,27,28.6,30,7.7,7.7,7.8,6.5,,,,,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  RABAUL, KOKOPO, NEW BRITAIN",-5.799,154.178,170,,,,,,,,1,,,,,,,,,,,,,,,,
5418,Tsu,1995,9,14,14,4,31.4,23,7.4,7.4,7.2,6.4,,,,,MEXICO,,"MEXICO:  GUERRERO, OAXACA, PUEBLA, MEXICO CITY",16.779,-98.597,150,3,1,,,100,2,,2,,,,,3,,,,100,2,,2,,,,
5423,Tsu,1995,10,9,15,35,53.9,33,8,8,7.4,6.6,,,,,MEXICO,,"MEXICO:  JALISCO, MANZANILLO, SAN PATRICIO MELAQUE",19.055,-104.205,150,49,2,,,200,3,,2,,2,,,50,1,,,200,3,,2,,2,,
6495,Tsu,1995,10,18,10,37,26.3,28,7.1,7.1,6.9,6.4,,,,,JAPAN,,JAPAN:  RYUKU IS.,27.929,130.175,30,,,,,1,1,,,,,,,,,,,1,1,,1,,,,
6496,Tsu,1995,10,19,2,41,36.1,20,6.8,6.8,6.9,6.3,,,,,JAPAN,,JAPAN:  RYUKU IS.,28.094,130.148,30,,,,,,,,,,,,,,,,,,,,,,,,
6606,Tsu,1995,11,1,0,35,32.7,20,6.7,6.7,6.4,6.3,,,,,CHILE,,CHILE:  NEAR CENTRAL COAST,-28.906,-71.417,160,,,,,,,,,,,,,,,,,,,,,,,,
5426,Tsu,1995,11,22,4,15,11.9,10,7.2,7.2,7.3,6.2,,,,8,EGYPT,,EGYPT:  NUWAYBI; SAUDI ARABIA; ISRAEL; JORDAN,28.826,34.799,15,12,1,,,,2,,2,,,,,12,1,,,,2,,2,,,,
5427,Tsu,1995,12,3,18,1,8.9,33,7.9,7.9,7.9,6.6,,,,5,RUSSIA,,"RUSSIA:  KURIL ISLANDS:  ITURUP, MATUA, KUNASHIR",44.663,149.3,50,,,,,,,,,,,,,,,,,,,,,,,,
5428,Tsu,1996,1,1,8,5,10.8,24,7.9,7.9,7.6,6.3,,,,6,INDONESIA,,"INDONESIA:  SULAWESI: MINAHASSA PENINSULA, TOLITOLI",0.729,119.931,170,,,,,,,,1,,,,,9,1,,,63,2,1.2,2,400,3,,
5433,Tsu,1996,2,17,5,59,30.5,33,8.2,8.2,8.1,6.5,,,,,INDONESIA,,"INDONESIA:  NEW GUINEA:  IRIAN JAYA:  BIAK, SUPIORI",-0.891,136.952,170,54,2,,,423,3,4.2,2,5043,4,,,164,3,,,423,3,4.2,2,5043,4,,
5435,Tsu,1996,2,21,12,51,1.3,10,7.5,7.5,6.6,5.8,,,,4,PERU,,"PERU:  NORTHERN:  CHIMBOTE, CALLAO",-9.593,-79.587,160,,,,,,,,,,,,,12,1,,,57,2,,,15,1,22,1
6497,Tsu,1996,2,25,3,8,15.8,21,7.1,7.1,6.9,6.1,,,,,MEXICO,,MEXICO:  OFF COAST OF GUERRERO,15.978,-98.07,150,,,,,,,,,,,,,,,,,,,,,,,,
5440,Tsu,1996,6,10,4,3,35.4,33,7.9,7.9,7.6,6.6,,,,6,USA,AK,ALASKA:  ANDREANOF ISLANDS,51.564,-177.632,150,,,,,,,,,,,,,,,,,,,,,,,,
6498,Tsu,1996,6,10,15,24,56,24,7.3,7.3,7.1,5.9,,,,,USA,AK,ALASKA:  ANDREANOF ISLANDS,51.478,-176.847,150,,,,,,,,,,,,,,,,,,,,,,,,
6499,Tsu,1996,9,4,18,16,1.9,33,5.7,5.7,5.1,5.4,,,,,JAPAN,,"HONSHU ISLAND, JAPAN",31.555,139.931,30,,,,,,,,,,,,,,,,,,,,,,,,
6500,Tsu,1996,9,5,8,14,14.4,10,6.9,6.9,7,6.2,,,,,CHILE,,CHILE:  EASTER ISLAND REGION,-22.118,-113.436,160,,,,,,,,,,,,,,,,,,,,,,,,
10233,Tsu,1996,9,5,23,42,6,20,6.8,6.8,6.4,6.4,,,,,TAIWAN,,TAIWAN REGION,21.898,121.498,30,,,,,,,,,,,,,,,,,,,,,,,,
6332,Tsu,1996,10,18,10,50,20.8,10,6.6,6.6,6.6,6,,,,,JAPAN,,JAPAN:  KYUSHU ISLAND,30.568,131.093,30,,,,,,,,,,,,,,,,,,,,,,,,
6607,Tsu,1996,10,19,14,44,40.7,22,6.7,6.7,6.6,6.3,,,,,JAPAN,,JAPAN:  KYUSHU ISLAND,31.885,131.468,30,,,,,,,,1,,,,,,,,,,,,1,,,,
5442,Tsu,1996,11,12,16,59,44,33,7.7,7.7,7.3,6.5,,,,8,PERU,,"PERU:  CHINCHA ALTA, ACARI, NAZCA, MARCONA",-14.993,-75.675,160,14,1,,,560,3,,4,,,4000,4,14,1,,,560,3,,4,,,4000,4
6501,Tsu,1996,12,2,22,17,59.2,49,6.7,6.7,6.6,6,,,,,JAPAN,,JAPAN:  KYUSHU,31.789,131.314,30,,,,,,,,,,,,,,,,,,,,,,,,
5458,Tsu,1997,4,21,12,2,26.4,33,7.7,7.7,7.9,6.4,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS; VANUATU,-12.584,166.676,170,,0,,,,,,1,,,,,,,,,,,,1,7,1,,
5467,Tsu,1997,7,9,19,24,13.1,20,7,7,6.8,6.2,,,,5,VENEZUELA,,VENEZUELA:  CARIACO-CUMANA,10.598,-63.486,90,81,2,,,522,3,81,4,,,,,81,2,,,522,3,81,4,,,,
7447,Tsu,1997,9,30,6,27,24.7,10,6.2,6.2,6.5,5.5,,,,,JAPAN,,JAPAN:  HONSHU:  S,31.959,141.878,30,,,,,,,,,,,,,,,,,,,,,,,,
6820,Tsu,1997,10,14,9,53,18.1,167,7.7,7.7,,6.7,,,,,TONGA,,TONGA ISLANDS,-22.101,-176.772,170,,,,,,,,,,,,,,,,,,,,,,,,
5480,Tsu,1997,12,5,11,26,54.6,33,7.8,7.8,7.6,6.3,,,,7,RUSSIA,,"RUSSIA:  KAMCHATKA:  UST-KAMCHATSK, PETROPAVLOVSK",54.841,162.035,50,,,,,,,,,,,,,,,,,,,,,,,,
5489,Tsu,1998,3,25,3,12,25,10,8.1,8.1,8,6.6,,,,,ANTARCTICA,,BALLENY ISLANDS,-62.877,149.527,20,,,,,,,,,,,,,,,,,,,,,,,,
6502,Tsu,1998,5,3,23,30,21.9,33,7.5,7.5,7.3,6.4,,,,,TAIWAN,,TAIWAN,22.306,125.308,30,,,,,,,,,,,,,,,,,,,,,,,,
5501,Tsu,1998,7,17,8,49,16.1,25,7,7,7.1,5.8,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  SISSANO,-2.943,142.582,170,,,,,,,,,,,,,2205,4,28,1,1000,3,,3,,,,
5510,Tsu,1998,11,29,14,10,31.9,33,7.7,7.7,7.7,6.5,,,,7,INDONESIA,,"INDONESIA:  MANGOLE, MANADO, TALIABU",-2.071,124.891,170,41,1,,,107,3,200,4,1000,3,,,41,1,,,107,3,200,4,1000,3,,
5527,Tsu,1999,8,17,0,1,39.1,13,7.6,7.6,7.8,6.3,,,,10,TURKEY,,"TURKEY:  ISTANBUL, KOCAELI, SAKARYA",40.76,29.97,140,17118,4,,,50000,4,20000,4,,,73342,4,17118,4,,,50000,4,20000,4,,,73342,4
5545,Tsu,1999,11,26,13,21,15.5,33,7.5,7.5,7.3,6.4,,,,,VANUATU,,VANUATU ISLANDS:  PENTECOST,-16.423,168.214,170,5,1,,,100,2,,2,,,,,10,1,,,100,2,,3,,3,,
7301,Tsu,2000,4,5,4,36,58.8,38,5.5,5.5,5.4,5.3,,,,,GREECE,,GREECE:  CRETE,34.22,25.69,130,,,,,,,,,,,,,,,,,,,,,,,,
5557,Tsu,2000,5,4,4,21,16.2,26,7.6,7.6,7.5,6.7,,,,,INDONESIA,,"INDONESIA:  SULAWESI:  LUWUK, BANGGAI, PELENG,",-1.105,123.573,170,46,1,,,264,3,30,4,10000,4,,,46,1,,,264,3,30,4,10000,4,,
5565,Tsu,2000,6,18,14,44,13.3,10,7.9,7.9,7.8,6.8,,,,,AUSTRALIA,,"AUSTRALIA:  S, COCOS ISLANDS",-13.802,97.453,60,,,,,,,,,,,,,,,,,,,,,,,,
5568,Tsu,2000,7,1,7,1,55.5,10,6.1,6.1,6.1,6,,,,,JAPAN,,JAPAN:  NEAR S COAST HONSHU:  KOZU-SHIMA,34.221,139.131,30,1,1,,,,3,,1,,,,,1,1,,,,3,,1,,,,
5571,Tsu,2000,7,15,1,30,30.5,10,6.1,6.1,5.9,5.5,,,,,JAPAN,,JAPAN:  NEAR S COAST HONSHU:  NII-JIMA,34.319,139.26,30,,,,,10,1,,1,,,20,1,,,,,10,1,,1,,,20,1
7803,Tsu,2000,7,30,12,25,45.5,10,6.5,6.5,6.5,6,,,,,JAPAN,,JAPAN:  HONSHU:  S,33.901,139.376,30,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,
5581,Tsu,2000,11,16,4,54,56.7,33,8,8,8.2,6,,,,,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  NEW IRELAND, DUKE OF YORK",-3.98,152.169,170,2,1,,,,,,2,,3,,,2,1,,,,,,2,,3,,
5587,Tsu,2001,1,13,17,33,32.3,60,7.7,7.7,7.8,6.4,,,,8,EL SALVADOR,,EL SALVADOR:  DAMAGE & INJURIES IN EVERY DEPT.,13.049,-88.66,100,844,3,,,4723,4,753,4,108226,4,169632,4,844,3,,,4723,4,753,4,108226,4,169632,4
5601,Tsu,2001,6,23,20,33,14.1,33,8.4,8.4,8.2,6.7,,,,8,PERU,,"PERU:  AREQUIPA, MOQUEGUA, TACNA, AYACUCHO",-16.265,-73.641,160,77,2,68,2,2713,4,,4,22399,4,,,103,3,138,3,2713,4,200,4,25399,4,,
10203,Tsu,2001,10,12,5,2,34,20,6.1,6.1,5.8,5.6,,,,,CANADA,BC,CANADA:  QUEEN CHARLOTTE ISLANDS,52.63,-132.2,150,,,,,,,,,,,,,,,,,,,,,,,,
6613,Tsu,2001,12,18,4,2,58.2,14,6.8,6.8,7.3,6.3,,,,,TAIWAN,,TAIWAN,23.954,122.734,30,,,,,,,,,,,,,,,,,,,,,,,,
5614,Tsu,2002,1,2,17,22,48.7,21,7.2,7.2,7.5,6.3,,,,,VANUATU,,"VANUATU ISLANDS:  EFATE, PORT VILA",-17.6,167.856,170,,,,,,2,,1,,,,2,,,,,,2,,1,,,,2
5625,Tsu,2002,3,5,21,16,9.1,31,7.5,7.5,7.2,6.3,,,,,PHILIPPINES,,PHILIPPINES:  MINDANAO,6.033,124.249,170,15,1,,,100,2,1.714,2,,,800,3,15,1,,,100,2,1.714,2,,,800,3
6821,Tsu,2002,3,26,3,45,48.7,33,6.4,6.4,6.6,5.8,,,,,JAPAN,,JAPAN:  RYUKYU ISLANDS,23.346,124.09,30,,,,,,,,,,,,,,,,,,,,,,,,
5627,Tsu,2002,3,31,6,52,50.4,33,7.1,7.1,7.4,6.4,,,,,TAIWAN,,TAIWAN:  TAIPEI,24.279,122.179,30,5,1,,,200,3,,2,100,2,,,5,1,,,200,3,,2,100,2,,
5649,Tsu,2002,9,8,18,44,23.7,13,7.6,7.6,7.8,6.5,,,,,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  KAIRIRU IS, MUSCHU IS, WEWAK",-3.302,142.945,170,4,1,,,70,2,,3,,,,,4,1,,,70,2,,3,,,,
5650,Tsu,2002,9,13,22,28,29.4,21,6.5,6.5,6.7,6.2,,,,,INDIA,,"INDIA:  ANDAMAN ISLANDS:  RONGAT, DIGLIPUR,ARIEL BAY",13.036,93.068,60,2,1,,,,,,1,40,1,,1,2,1,,,,,,2,40,1,,1
5656,Tsu,2002,10,10,10,50,20.5,10,7.6,7.6,7.7,6.5,,,,,INDONESIA,,"INDONESIA: NEW GUINEA: MANOKWARI, ORANSBARI, RANSIKI",-1.757,134.297,170,8,1,,,632,3,,3,1000,3,900,3,8,1,,,632,3,,3,1000,3,900,3
5672,Tsu,2003,1,20,8,43,6,33,7.3,7.3,7.8,6.7,,,,,SOLOMON ISLANDS,,"SOLOMON ISLANDS:  HONIARA, SAN CRISTOBAL",-10.491,160.77,170,,,,,,,,,,,,,,,,,,,,,,,,
5673,Tsu,2003,1,22,2,6,34.6,24,7.5,7.5,7.6,6.5,,,,8,MEXICO,,"MEXICO:  VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO",18.77,-104.104,150,29,1,,,300,3,,3,2005,4,6615,4,29,1,,,300,3,,3,2005,4,6615,4
5694,Tsu,2003,5,21,18,44,20.1,12,6.8,6.8,6.9,6.5,,,,10,ALGERIA,,"ALGERIA:  ALGIERS, BOUMERDES, REGHIA, THENIA",36.964,3.634,15,2266,4,,,10261,4,5000,4,43000,4,43000,4,2266,4,,,10261,4,5000,4,43000,4,,
5697,Tsu,2003,5,27,17,11,28.8,8,5.7,5.7,5.5,5.5,,,,,ALGERIA,,"ALGERIA:  ALGIERS, BOUMERDES, REGHAIA",36.939,3.578,15,9,1,,,200,3,,2,,3,,,9,1,,,200,3,,2,,3,,
5719,Tsu,2003,8,21,12,12,49.7,28,7.2,7.2,7.5,6.6,7.1,,,,NEW ZEALAND,,"NEW ZEALAND:  DUNEDIN,INVERCARGILL,TE ANAU,FIORDLAND",-45.104,167.144,170,,,,,,,,1,,,,,,,,,,,,1,,,,
5724,Tsu,2003,9,25,19,50,6.3,27,8.3,8.3,8.1,6.9,,,,,JAPAN,,JAPAN:  HOKKAIDO,41.815,143.91,30,,,,,755,3,90,4,,,,,,,,,755,3,90,4,,,,
6610,Tsu,2003,10,31,1,6,28.2,10,7,7,6.8,6.1,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,37.812,142.619,30,,,,,,,,,,,,,,,,,,,,,,,,
5735,Tsu,2003,11,17,6,43,6.8,33,7.8,7.8,7.2,6.2,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.146,178.65,150,,,,,,,,,,,,,,,,,,,,,,,,
7404,Tsu,2003,12,27,4,55,25.4,10,6.1,6.1,5.9,5.9,,,,,NEW CALEDONIA,,NEW CALEDONIA:  LOYALTY ISLANDS,-22.107,169.35,170,,,,,,,,,,,,,,,,,,,,,,,,
6611,Tsu,2004,1,28,22,15,30.7,17,6.7,6.7,6.5,6,,,,,INDONESIA,,INDONESIA:  SERAM,-3.12,127.4,170,,,,,,,,,,,,,,,,,,,,,,,,
5760,Tsu,2004,2,11,8,15,3.8,27,5.3,5.3,4.8,5.1,,,,,JORDAN,,"JORDAN:  MA'IN; ISRAEL:  JERUSALEM, PETAH-TIQWA",31.675,35.551,140,,,,,4,1,,2,,,,2,,,,,4,1,,2,,,,2
5798,Tsu,2004,9,5,10,7,7.8,14,7.2,7.2,7,6.7,,,,,JAPAN,,JAPAN:  HONSHU:  W COAST: KYOTO,33.07,136.618,30,,,,,4,1,,1,,,,,,,,,4,1,,1,,,,
5799,Tsu,2004,9,5,14,57,18.6,10,7.4,7.4,7.1,6.2,,,,,JAPAN,,"JAPAN:  HONSHU:  W COAST: KYOTO, WAKAYAMA, SAKAI",33.184,137.071,30,,,,,40,1,,1,,,,,,,,,40,1,,1,,,,
7403,Tsu,2004,11,2,10,2,12.8,10,6.6,6.6,6.4,5.8,,,,,CANADA,BC,CANADA:  VANCOUVER ISLAND,49.277,-128.772,150,,,,,,,,,,,,,,,,,,,,,,,,
5810,Tsu,2004,11,11,21,26,41.1,10,7.5,7.5,7.3,6.5,,,,,INDONESIA,,INDONESIA:  KEPULAUAN ALOR,-8.152,124.868,170,34,1,,,400,3,,3,781,3,16712,4,34,1,,,400,3,,3,781,3,16712,4
5813,Tsu,2004,11,21,11,41,7.7,14,6.3,6.3,6.1,6.3,,,,,GUADELOUPE,,"GUADELOUPE:  BASSE-TERRE, LES SAINTES",15.679,-61.706,90,1,1,,,12,1,,2,,3,,,1,1,,,12,1,,2,,3,,
5815,Tsu,2004,11,22,20,26,23.9,10,7.1,7.1,7.1,6.4,,,,,NEW ZEALAND,,"NEW ZEALAND:  INVERCARGILL, SOUTHLAND, OTAGO",-46.676,164.721,170,,,,,,,,1,,,,,,,,,,,,1,,,,
5818,Tsu,2004,11,28,18,32,14.1,39,7,7,6.7,6.4,,,,,JAPAN,,"JAPAN:  HOKKAIDO:  BEKKAI, KUSHIRO, NEMOURO",43.006,145.119,30,,,,,24,1,,1,,,,1,,,,,24,1,,1,,,,1
5835,Tsu,2004,12,23,14,59,4.4,10,8.1,8.1,7.7,6.5,,,,,AUSTRALIA,TAS,AUSTRALIA:  MACQUARIE ISLAND,-49.312,161.345,170,,,,,,,,,,,,,,,,,,,,,,,,
5823,Tsu,2004,12,26,0,58,53.4,30,9.1,9.1,8.8,7,,,,,INDONESIA,,INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST,3.316,95.854,170,1001,4,,,,3,10000,4,,3,,3,227899,4,,,,3,10000,4,,3,,
6640,Tsu,2005,1,19,6,11,36.4,28,6.6,6.6,6.4,5.8,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,34.064,141.491,30,,,,,,,,,,,,,,,,,,,,,,,,
9112,Tsu,2005,2,14,18,5,59.3,12,5.8,5.8,5.5,5.6,,,,,GUADELOUPE,,GUADELOUPE,15.775,-61.744,90,,,,,,,,,,,,,,,,,,,,,,,,
6657,Tsu,2005,3,28,16,9,36.5,30,8.6,8.6,8.4,7.2,,,,,INDONESIA,,INDONESIA:  SUMATERA:  SW,2.085,97.108,170,1303,4,,,340,3,,4,300,3,300,3,1313,4,,,340,3,,4,300,3,,
6659,Tsu,2005,4,10,10,29,11.2,19,6.7,6.7,6.7,6.4,,,,5,INDONESIA,,INDONESIA:  PADANG,-1.644,99.607,60,,,,,,,,,,,,,,,,,,,,,,,,
6738,Tsu,2005,6,15,2,50,53.1,10,7.2,7.2,7.1,6.2,,,,4,USA,CA,CALIFORNIA:  OFF COAST NORTHERN,41.301,-125.97,150,,,,,,,,,,,,,,,,,,,,,,,,
6739,Tsu,2005,8,16,2,46,28.4,36,7.2,7.2,6.8,6.5,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,38.276,142.039,30,,,,,56,2,,1,1,1,,,,,,,56,2,,1,1,1,,
6827,Tsu,2005,11,14,21,38,51.4,11,7,7,6.8,6.7,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,38.107,144.896,30,,,,,,,,,,,,,,,,,,,,,,,,
7230,Tsu,2006,3,14,6,57,33.8,30,6.7,6.7,6.7,6.4,,,,,INDONESIA,,INDONESIA:  SERAM,-3.595,127.214,170,,,,,,,,2,241,3,,,4,1,,,,,,2,241,3,,
7078,Tsu,2006,5,3,15,26,40.2,55,7.9,7.9,7.8,7.2,,,,7,TONGA,,TONGA ISLANDS,-20.187,-174.123,170,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,
7181,Tsu,2006,7,17,8,19,25,34,7.7,7.7,7.2,6.1,,,,,INDONESIA,,INDONESIA:  JAVA,-9.254,107.411,170,,,,,,,,,,,,,802,3,,,498,3,55,4,1623,4,,
7369,Tsu,2006,9,28,6,22,9.7,28,6.9,6.9,6.6,6.5,,,,4,SAMOA,,SAMOA ISLANDS,-16.592,-172.033,170,,,,,,,,,,,,,,,,,,,,,,,,
7368,Tsu,2006,10,15,17,7,49.2,39,6.7,6.7,6.6,6.2,,,,8,USA,HI,HAWAIIAN ISLANDS,19.878,-155.935,150,,,,,,3,73,4,,,,,,,,,,3,73,4,,,,
7406,Tsu,2006,11,15,11,14,13.5,10,8.3,8.3,7.8,6.5,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,46.592,153.266,50,,,,,,,,,,,,,,,,,1,1,,2,,,,
7413,Tsu,2006,12,26,12,26,21.1,10,7,7,7.3,6.4,,,,,TAIWAN,,TAIWAN:  PINGTUNG,21.799,120.547,30,2,1,,,40,1,,1,,2,,,2,1,,,40,1,,1,,2,,
